Date,Open,High,Low,Close,Adj Close,Volume
2022-01-07,734.0,740.9000244140625,725.25,730.5999755859375,727.4304809570312,10454143
2022-01-10,733.6500244140625,744.0,733.2000122070312,742.7999877929688,739.5775756835938,9595787
2022-01-11,742.9000244140625,747.0499877929688,737.2999877929688,743.25,740.025634765625,7252279
2022-01-12,749.6500244140625,751.4500122070312,743.1500244140625,746.8499755859375,743.6099243164062,5294563
2022-01-13,749.0,749.0,737.0499877929688,740.7000122070312,737.4866943359375,5196538
2022-01-14,734.7999877929688,735.9500122070312,716.0499877929688,721.7000122070312,718.5691528320312,16302342
2022-01-17,719.0,720.5999755859375,709.5,712.6500244140625,709.5584106445312,19680557
2022-01-18,717.5,735.9000244140625,714.25,725.2000122070312,722.053955078125,24055886
2022-01-19,725.2000122070312,731.9500122070312,718.7000122070312,729.5999755859375,726.434814453125,7746270
2022-01-20,731.0499877929688,737.1500244140625,722.1500244140625,728.9000244140625,725.7379150390625,8505400
2022-01-21,722.0,725.25,708.0499877929688,712.5,709.4090576171875,10689060
2022-01-24,715.0,716.4000244140625,688.2000122070312,704.5999755859375,701.5432739257812,8812501
2022-01-25,714.0,755.0,708.5999755859375,752.2000122070312,748.9368286132812,38088158
2022-01-27,744.0,777.0,738.0999755859375,773.8499755859375,770.4928588867188,34927774
2022-01-28,778.0999755859375,784.7000122070312,761.5,764.7000122070312,761.3826293945312,17765524
2022-01-31,775.4500122070312,777.7999877929688,762.3499755859375,773.0499877929688,769.6963500976562,12319200
2022-02-01,778.0999755859375,793.9000244140625,769.0999755859375,781.9000244140625,778.5079956054688,15457534
2022-02-02,790.0,805.9000244140625,787.3499755859375,804.0999755859375,800.6116333007812,13478899
2022-02-03,802.2000122070312,811.9000244140625,793.0499877929688,799.5499877929688,796.0813598632812,10802708
2022-02-04,796.9500122070312,804.5,791.1500244140625,798.5499877929688,795.085693359375,10776387
2022-02-07,802.5,803.5999755859375,784.0999755859375,789.5999755859375,786.174560546875,10939179
2022-02-08,794.0,801.0,776.1500244140625,798.5499877929688,795.085693359375,12300670
2022-02-09,801.0,809.5,800.1500244140625,803.8499755859375,800.3627319335938,9399830
2022-02-10,807.5499877929688,815.9500122070312,803.0999755859375,809.7999877929688,806.2869262695312,12848281
2022-02-11,800.9500122070312,809.9000244140625,798.5,803.7999877929688,800.3129272460938,9717894
2022-02-14,790.0,803.0,769.9500122070312,773.3499755859375,769.9949951171875,8617389
2022-02-15,777.0,799.0999755859375,764.2999877929688,796.9500122070312,793.49267578125,7426563
2022-02-16,795.0,808.2999877929688,789.2999877929688,797.0499877929688,793.59228515625,7457765
2022-02-17,797.0,802.0,780.5,782.7999877929688,779.4041137695312,6516308
2022-02-18,781.1500244140625,790.5499877929688,779.0,787.4000244140625,783.9841918945312,5466662
2022-02-21,783.5499877929688,796.7999877929688,776.0999755859375,788.8499755859375,785.4278564453125,5635224
2022-02-22,766.0999755859375,787.0,766.0999755859375,779.1500244140625,775.7699584960938,6923558
2022-02-23,783.5,785.5,772.25,777.2000122070312,773.8283081054688,6303173
2022-02-24,752.4000244140625,769.1500244140625,725.2999877929688,730.2999877929688,727.1317749023438,13085009
2022-02-25,742.2999877929688,764.8499755859375,737.4000244140625,758.0499877929688,754.7614135742188,10066136
2022-02-28,749.9000244140625,749.9000244140625,736.2000122070312,742.4000244140625,739.1793212890625,14463418
2022-03-02,728.7000122070312,756.4500122070312,725.0,750.25,746.9953002929688,11691602
2022-03-03,756.0,759.4500122070312,732.4000244140625,737.6500244140625,734.449951171875,8357181
2022-03-04,723.0,732.5,710.0499877929688,715.0,711.898193359375,11660648
2022-03-07,693.0,705.0,655.5999755859375,667.5499877929688,664.6539916992188,20147061
2022-03-08,665.0,673.75,637.0,670.4000244140625,667.49169921875,24828458
2022-03-09,671.5,680.5,659.0999755859375,674.2000122070312,671.2752075195312,20438651
2022-03-10,707.9000244140625,720.4000244140625,688.25,694.9500122070312,691.9351806640625,23224756
2022-03-11,691.9000244140625,706.6500244140625,687.4500122070312,690.8499755859375,687.8528442382812,14224356
2022-03-14,694.7000122070312,712.4000244140625,685.0,710.0499877929688,706.9697265625,10720884
2022-03-15,713.0,718.0,695.0,698.1500244140625,695.121337890625,12157425
2022-03-16,711.0,726.0,709.0999755859375,723.8499755859375,720.7097778320312,10038170
2022-03-17,737.0,746.75,736.4500122070312,739.25,736.04296875,13657428
2022-03-21,745.0,749.4000244140625,723.7000122070312,725.9000244140625,722.7509765625,7495685
2022-03-22,729.0,736.0,706.3499755859375,731.4000244140625,728.2271118164062,11117081
2022-03-23,736.0999755859375,742.9000244140625,724.6500244140625,726.75,723.59716796875,5886245
2022-03-24,719.0999755859375,730.4500122070312,719.0,722.25,719.11669921875,7559843
2022-03-25,723.2999877929688,726.6500244140625,715.5,721.25,718.12109375,5430894
2022-03-28,726.0,737.9000244140625,715.0499877929688,736.0,732.8070678710938,7077669
2022-03-29,741.6500244140625,741.6500244140625,731.0,737.7999877929688,734.5992431640625,6174137
2022-03-30,747.0,765.8499755859375,741.2999877929688,750.4500122070312,747.1944580078125,16618114
2022-03-31,763.0,763.0,751.2999877929688,761.1500244140625,757.8480224609375,20449544
2022-04-01,760.0,775.75,755.1500244140625,774.5499877929688,771.1898193359375,9321859
2022-04-04,780.0,785.5,767.0,784.0999755859375,780.6984252929688,10959783
2022-04-05,776.0,796.0,776.0,783.0999755859375,779.7027587890625,7334134
2022-04-06,777.0,779.9500122070312,769.2000122070312,773.7000122070312,770.343505859375,9954921
2022-04-07,769.5,795.0,769.2000122070312,792.0999755859375,788.6636962890625,9820244
2022-04-08,794.9000244140625,800.7000122070312,789.0,794.9000244140625,791.4515380859375,8104237
2022-04-11,789.4500122070312,794.25,784.0499877929688,786.0499877929688,782.6399536132812,6340427
2022-04-12,780.0999755859375,801.0,777.7999877929688,798.4500122070312,794.9862060546875,7672215
2022-04-13,805.7999877929688,805.7999877929688,790.8499755859375,793.0499877929688,789.6095581054688,7640132
2022-04-18,780.0,801.6500244140625,776.0,798.8499755859375,795.3843994140625,11478317
2022-04-19,805.0,816.2000122070312,785.5499877929688,797.7999877929688,794.3389892578125,8711816
2022-04-20,800.8499755859375,802.4500122070312,788.5999755859375,794.7000122070312,791.25244140625,6676491
2022-04-21,795.0999755859375,804.0,790.5499877929688,801.7999877929688,798.3215942382812,6851615
2022-04-22,796.0,798.0,778.2000122070312,780.5999755859375,777.213623046875,6255027
2022-04-25,772.0,788.7999877929688,761.25,780.7000122070312,777.3131713867188,8023525
2022-04-26,791.0,796.5999755859375,769.0,775.0,771.6378784179688,11087204
2022-04-27,765.5999755859375,772.9500122070312,749.0,765.9000244140625,762.577392578125,11485697
2022-04-28,776.9000244140625,785.4500122070312,766.3499755859375,779.7999877929688,776.4171142578125,11037317
2022-04-29,765.0,766.8499755859375,725.0,728.5999755859375,725.4391479492188,34401710
2022-05-02,722.0,738.2000122070312,718.5,727.3499755859375,724.194580078125,16136040
2022-05-04,733.0,735.1500244140625,704.0,707.2000122070312,704.132080078125,14548684
2022-05-05,716.0,721.7999877929688,698.9000244140625,702.3499755859375,699.3030395507812,12726146
2022-05-06,690.0,692.5,668.0999755859375,673.4000244140625,670.4786987304688,15511195
2022-05-09,660.2000122070312,669.0,648.7999877929688,663.7000122070312,660.8207397460938,13999329
2022-05-10,663.7000122070312,672.0999755859375,657.5499877929688,659.75,656.8878784179688,9523698
2022-05-11,661.7000122070312,676.0,655.4500122070312,672.3499755859375,669.4331665039062,9352398
2022-05-12,667.0,667.0,644.0,649.6500244140625,646.8316650390625,11166084
2022-05-13,656.4000244140625,659.4000244140625,633.4000244140625,635.9500122070312,633.191162109375,9618627
2022-05-16,639.8499755859375,649.2000122070312,630.0499877929688,638.9500122070312,636.1781005859375,6159695
2022-05-17,642.9000244140625,657.5,641.1500244140625,654.9500122070312,652.108642578125,8152237
2022-05-18,654.75,670.4000244140625,650.2999877929688,659.4500122070312,656.5892333984375,13013873
2022-05-19,643.2999877929688,657.75,641.2000122070312,650.2000122070312,647.3793334960938,9216948
2022-05-20,659.75,675.75,658.0,673.0999755859375,670.179931640625,9708672
2022-05-23,673.0,684.7999877929688,668.5499877929688,675.3499755859375,672.420166015625,7919353
2022-05-24,669.7000122070312,681.4500122070312,661.2000122070312,664.0499877929688,661.169189453125,8088546
2022-05-25,668.0,672.6500244140625,660.0499877929688,665.0,662.1150512695312,5169619
2022-05-26,672.9500122070312,685.25,668.0,683.25,680.285888671875,10114633
2022-05-27,689.0,693.7999877929688,684.25,688.2999877929688,685.3140258789062,5539060
2022-05-30,695.0999755859375,698.0,690.0999755859375,693.6500244140625,690.640869140625,3818060
2022-05-31,689.0,696.0,683.0499877929688,685.2000122070312,682.2275390625,10410424
2022-06-01,683.0,692.4500122070312,680.5,686.0499877929688,683.07373046875,6966674
2022-06-02,682.0,693.1500244140625,682.0,691.5499877929688,688.5499267578125,6347433
2022-06-03,697.2999877929688,698.0,673.1500244140625,677.2999877929688,674.3616943359375,8475726
2022-06-06,677.0,684.0,670.2999877929688,672.2000122070312,669.2838745117188,6756864
2022-06-07,672.2000122070312,678.0,661.0999755859375,665.8499755859375,662.9613647460938,8312778
2022-06-08,670.0,673.5499877929688,655.4500122070312,658.5999755859375,655.7428588867188,9282494
2022-06-09,656.9500122070312,662.75,650.0,661.2999877929688,658.43115234375,5682743
2022-06-10,655.5,663.7000122070312,652.2000122070312,660.7000122070312,657.833740234375,6758832
2022-06-13,646.9500122070312,652.0,640.0999755859375,648.9500122070312,646.134765625,6135431
2022-06-14,645.0,655.7000122070312,643.0999755859375,650.75,647.9268798828125,5391833
2022-06-15,654.0,656.3499755859375,647.2000122070312,650.5,647.677978515625,4638336
2022-06-16,657.5,658.2000122070312,631.0499877929688,634.9000244140625,632.1456909179688,5960283
2022-06-17,630.0,640.7999877929688,626.5999755859375,635.2000122070312,632.4443969726562,6849201
2022-06-20,635.25,637.1500244140625,622.2000122070312,628.2999877929688,625.5742797851562,5305222
2022-06-21,632.0,645.3499755859375,628.1500244140625,636.5,633.7387084960938,10333886
2022-06-22,632.5499877929688,633.6500244140625,621.25,626.7999877929688,624.080810546875,5899024
2022-06-23,627.4000244140625,640.8499755859375,618.25,629.3499755859375,626.6197509765625,8450777
2022-06-24,634.3499755859375,642.4500122070312,631.6500244140625,634.0,631.2496337890625,6918584
2022-06-27,644.0,646.9000244140625,634.7000122070312,637.0999755859375,634.3361206054688,4552114
2022-06-28,634.0,644.7000122070312,632.0,642.3499755859375,639.5632934570312,10711123
2022-06-29,636.3499755859375,637.7999877929688,623.5,625.5499877929688,622.8362426757812,13620084
2022-06-30,624.0,639.2999877929688,623.6500244140625,636.7999877929688,634.0374145507812,10563138
2022-07-01,633.0,646.5999755859375,631.7999877929688,643.9500122070312,641.1564331054688,6549359
2022-07-04,641.5499877929688,655.1500244140625,640.5,654.3499755859375,651.5112915039062,3933384
2022-07-05,656.0999755859375,659.9000244140625,646.0,648.5,645.6867065429688,5044787
2022-07-06,652.0,659.4000244140625,651.0,657.9500122070312,655.0957641601562,6684686
2022-07-07,663.4500122070312,664.5,651.6500244140625,658.1500244140625,656.2922973632812,11171714
2022-07-08,667.0,676.7999877929688,661.4000244140625,669.1500244140625,667.2612915039062,12669533
2022-07-11,666.5499877929688,681.9500122070312,665.3499755859375,679.8499755859375,677.9310302734375,14864123
2022-07-12,677.0,685.25,673.0,676.2000122070312,674.2913818359375,6446810
2022-07-13,680.0,685.0,676.9500122070312,679.9000244140625,677.9808959960938,9614674
2022-07-14,678.5999755859375,680.4500122070312,665.5999755859375,668.25,666.36376953125,8026311
2022-07-15,670.0,674.2000122070312,659.0999755859375,662.2000122070312,660.3308715820312,6015057
2022-07-18,668.0499877929688,688.0,663.4500122070312,684.5,682.56787109375,12464664
2022-07-19,678.5999755859375,703.8499755859375,678.5999755859375,700.5999755859375,698.6223754882812,10171314
2022-07-20,706.2999877929688,714.5,702.7000122070312,705.7000122070312,703.7080688476562,11620331
2022-07-21,707.9500122070312,718.4500122070312,704.3499755859375,715.5499877929688,713.5302734375,8036515
2022-07-22,717.0,735.0,715.0999755859375,730.75,728.6873779296875,9713490
2022-07-25,733.5,738.7999877929688,722.5,727.3499755859375,725.2969360351562,6230411
2022-07-26,722.9000244140625,723.4500122070312,702.0499877929688,706.4500122070312,704.4559326171875,14135744
2022-07-27,707.9500122070312,720.5499877929688,703.5999755859375,718.9500122070312,716.9207153320312,6106880
2022-07-28,725.0,733.7000122070312,723.0499877929688,725.9000244140625,723.85107421875,6964838
2022-07-29,733.9000244140625,734.9500122070312,723.0,724.75,722.7042846679688,6624854
2022-08-01,726.0,732.2999877929688,720.4000244140625,730.7999877929688,728.7371826171875,5493105
2022-08-02,727.0,734.3499755859375,721.0999755859375,730.4500122070312,728.3882446289062,7275626
2022-08-03,730.0,738.5,727.5,730.5,728.4380493164062,9458761
2022-08-04,735.2000122070312,736.7000122070312,712.2000122070312,721.5999755859375,719.5631713867188,7466635
2022-08-05,724.0,731.2000122070312,721.2000122070312,728.5,726.4436645507812,4583196
2022-08-08,730.0,747.3499755859375,728.0999755859375,745.5499877929688,743.445556640625,8191870
2022-08-10,745.0,747.8499755859375,736.1500244140625,739.0,736.9140625,9069541
2022-08-11,743.0499877929688,760.6500244140625,743.0499877929688,758.8499755859375,756.7080688476562,12384073
2022-08-12,758.7000122070312,762.0,753.4000244140625,760.5499877929688,758.4031982421875,4614341
2022-08-16,765.0,772.0,758.4500122070312,764.6500244140625,762.4917602539062,7051498
2022-08-17,771.4000244140625,773.75,766.25,772.0999755859375,769.920654296875,7674390
2022-08-18,772.0,776.0,762.0999755859375,765.0499877929688,762.8905639648438,9449924
2022-08-19,772.0,772.6500244140625,750.25,757.5,755.3618774414062,7553270
2022-08-22,753.4000244140625,754.4500122070312,739.2000122070312,741.8499755859375,739.7560424804688,4994311
2022-08-23,738.0,750.8499755859375,733.7999877929688,747.0499877929688,744.94140625,6594634
2022-08-24,745.0,752.0499877929688,742.0,750.1500244140625,748.0325927734375,6875820
2022-08-25,753.9000244140625,758.5999755859375,740.0,743.3499755859375,741.251708984375,6320890
2022-08-26,748.0,755.0,741.2999877929688,744.9000244140625,742.7974853515625,4613713
2022-08-29,730.0,734.9000244140625,722.0499877929688,728.7000122070312,726.6431884765625,5904146
2022-08-30,733.0,753.5499877929688,733.0,751.5,749.3787231445312,9193270
2022-09-01,733.5,754.9000244140625,733.5,744.1500244140625,742.049560546875,9353805
2022-09-02,749.0,754.5499877929688,740.25,750.2000122070312,748.0824584960938,7767812
2022-09-05,750.2000122070312,758.7999877929688,749.3499755859375,756.0999755859375,753.9658203125,5894055
2022-09-06,758.0,761.5499877929688,748.7999877929688,750.0,747.8829956054688,7606181
2022-09-07,743.1500244140625,758.0,739.0499877929688,755.4000244140625,753.2677612304688,10156460
2022-09-08,761.75,782.2000122070312,757.0999755859375,779.75,777.5490112304688,13410790
2022-09-09,787.9500122070312,787.9500122070312,780.0,784.8499755859375,782.6346435546875,8732302
2022-09-12,789.0,805.0,786.7999877929688,801.0,798.7390747070312,15521649
2022-09-13,805.0,808.9500122070312,803.1500244140625,805.5499877929688,803.2762451171875,9887516
2022-09-14,794.4000244140625,811.3499755859375,794.4000244140625,803.0499877929688,800.783203125,10494713
2022-09-15,805.5,806.5,787.6500244140625,790.0,787.7700805664062,5996899
2022-09-16,786.0499877929688,792.5999755859375,776.0999755859375,789.2999877929688,787.0720825195312,11467351
2022-09-19,789.2999877929688,802.0,786.7000122070312,798.0999755859375,795.8472290039062,11427799
2022-09-20,806.7999877929688,816.2000122070312,802.0,812.75,810.4558715820312,8274079
2022-09-21,809.25,816.0,803.3499755859375,806.5499877929688,804.2733764648438,6567084
2022-09-22,805.0,808.7999877929688,784.2999877929688,789.2000122070312,786.972412109375,7804275
2022-09-23,789.0,789.0,764.25,768.5999755859375,766.4305419921875,10278805
2022-09-26,759.0,763.5,741.0,742.5999755859375,740.50390625,11090327
2022-09-27,746.3499755859375,754.1500244140625,730.5,737.5,735.4183349609375,11358306
2022-09-28,733.9000244140625,733.9000244140625,707.7000122070312,716.4500122070312,714.427734375,13170668
2022-09-29,722.25,730.7999877929688,711.0,719.0,716.9705200195312,12090981
2022-09-30,720.0,737.75,714.4000244140625,733.2000122070312,731.1304321289062,9536017
2022-10-03,731.0,742.0,721.0499877929688,722.75,720.7099609375,6405645
2022-10-04,733.4000244140625,744.5,732.0,742.7999877929688,740.703369140625,5438934
2022-10-06,750.0,760.4000244140625,746.0,755.0999755859375,752.9685668945312,9376433
2022-10-07,753.7999877929688,757.5,742.2999877929688,755.7000122070312,753.5669555664062,7500540
2022-10-10,748.0,778.7000122070312,745.0,776.8499755859375,774.6572265625,14106654
2022-10-11,780.0,795.5,774.5,785.5499877929688,783.3327026367188,15953495
2022-10-12,789.5,810.7999877929688,783.4500122070312,808.7000122070312,806.4173583984375,21228018
2022-10-13,807.0,814.9500122070312,795.5999755859375,802.0,799.7362670898438,13024911
2022-10-14,815.5499877929688,820.7000122070312,794.4500122070312,800.5,798.2405395507812,8220645
2022-10-17,803.5,817.0,797.0999755859375,814.1500244140625,811.8519897460938,9463827
2022-10-18,820.0,822.9000244140625,811.5499877929688,816.3499755859375,814.0457153320312,8470882
2022-10-19,818.4500122070312,838.4500122070312,816.9000244140625,829.8499755859375,827.5076904296875,10868663
2022-10-20,824.9000244140625,831.9000244140625,816.9500122070312,825.8499755859375,823.5189208984375,11813817
2022-10-21,860.0999755859375,906.0,855.8499755859375,900.4000244140625,897.8585205078125,58057724
2022-10-24,916.0,918.4500122070312,905.0,909.4500122070312,906.8829956054688,3085307
2022-10-25,905.7000122070312,910.5999755859375,891.5999755859375,902.8499755859375,900.301513671875,13187308
2022-10-27,909.0,919.9500122070312,901.25,915.1500244140625,912.56689453125,11967044
2022-10-28,915.0,917.9500122070312,898.9000244140625,903.0499877929688,900.5010375976562,7320207
2022-10-31,908.0,918.0,902.0999755859375,906.0,903.4426879882812,9038777
2022-11-01,904.0,904.0,869.0,871.75,869.2893676757812,29191921
2022-11-02,875.0,877.0,861.5999755859375,863.5499877929688,861.112548828125,11029140
2022-11-03,857.9000244140625,880.4000244140625,856.0,864.0499877929688,861.611083984375,10185978
2022-11-04,869.0,872.9000244140625,862.2999877929688,868.0999755859375,865.649658203125,7323879
2022-11-07,876.25,876.7999877929688,861.2999877929688,872.9500122070312,870.4860229492188,9931261
2022-11-09,875.0499877929688,880.75,868.5,873.7000122070312,871.23388671875,10190209
2022-11-10,843.7000122070312,856.7000122070312,841.0,843.7000122070312,841.3185424804688,18956575
2022-11-11,847.0,854.7000122070312,844.1500244140625,850.7000122070312,848.298828125,19329819
2022-11-14,850.5,853.9000244140625,847.3499755859375,851.0,848.597900390625,6985306
2022-11-15,851.25,859.8499755859375,847.2000122070312,858.6500244140625,856.2263793945312,7124767
2022-11-16,858.0,861.5999755859375,850.5999755859375,855.4000244140625,852.9855346679688,6521854
2022-11-17,855.4000244140625,861.4000244140625,852.7000122070312,858.2000122070312,855.777587890625,4909607
2022-11-18,859.2999877929688,865.7999877929688,855.0,859.2000122070312,856.7748413085938,7065304
2022-11-21,860.0,870.9500122070312,859.0,870.0499877929688,867.5941772460938,7209207
2022-11-22,874.9500122070312,877.0,868.3499755859375,870.0499877929688,867.5941772460938,5535233
2022-11-23,873.9000244140625,877.7999877929688,868.75,874.7000122070312,872.2310791015625,5861417
2022-11-24,878.0,880.7999877929688,873.0999755859375,878.5499877929688,876.0701904296875,4928778
2022-11-25,883.0,891.7999877929688,880.9000244140625,887.75,885.2442626953125,7614047
2022-11-28,887.7000122070312,899.5,885.2999877929688,891.7000122070312,889.18310546875,7928147
2022-11-29,894.4000244140625,901.9000244140625,890.0,892.5499877929688,890.0306396484375,5661158
2022-11-30,895.0,905.0999755859375,885.4500122070312,901.25,898.7060546875,10452798
2022-12-01,909.5,909.5,899.5,903.8499755859375,901.2987670898438,7053100
2022-12-02,898.2999877929688,907.0,891.4000244140625,905.1500244140625,902.5950927734375,7988851
2022-12-05,907.0,907.2999877929688,897.5999755859375,899.2000122070312,896.661865234375,5098164
2022-12-06,897.5,906.9000244140625,895.7000122070312,904.6500244140625,902.0964965820312,5351099
2022-12-07,902.7999877929688,918.0,899.8499755859375,914.6500244140625,912.0682983398438,9103656
2022-12-08,915.6500244140625,943.9500122070312,913.75,939.3499755859375,936.6985473632812,17466047
2022-12-09,944.0,945.0,927.5999755859375,933.7000122070312,931.0645141601562,8018981
2022-12-12,929.9000244140625,941.1500244140625,922.0,938.6500244140625,936.0006103515625,7621788
2022-12-13,940.2000122070312,949.2999877929688,936.5999755859375,944.5999755859375,941.9337158203125,8136559
2022-12-14,945.6500244140625,950.1500244140625,938.5,942.4000244140625,939.739990234375,8573479
2022-12-15,939.75,944.9500122070312,932.5999755859375,938.1500244140625,935.5020141601562,7359261
2022-12-16,932.25,945.2000122070312,929.0999755859375,935.0999755859375,932.4605102539062,6926928
2022-12-19,935.0999755859375,948.0999755859375,932.4000244140625,946.2000122070312,943.5292358398438,4842336
2022-12-20,943.75,952.75,940.4500122070312,949.75,947.0692138671875,9511818
2022-12-21,953.0999755859375,958.9000244140625,928.0,932.2999877929688,929.6685180664062,8368960
2022-12-22,936.0,936.0,912.9500122070312,919.5499877929688,916.9545288085938,9202717
2022-12-23,912.0,917.25,904.0,906.5999755859375,904.041015625,6371695
2022-12-26,908.0,932.9500122070312,905.0999755859375,928.7000122070312,926.0786743164062,4764440
2022-12-27,932.4500122070312,937.7999877929688,922.5999755859375,932.2000122070312,929.5687255859375,3346083
2022-12-28,930.9500122070312,937.4500122070312,921.2999877929688,924.7000122070312,922.0899658203125,5956496
2022-12-29,922.7999877929688,944.0,915.7999877929688,934.5499877929688,931.912109375,12204113
2022-12-30,941.25,943.5,930.3499755859375,933.75,931.1143798828125,3704449
